SPI12,Nino34,PDO,SAM,DMI
0.770453176,0.17,0.48,-2.62,0.293
1.205967648,-0.1,0.61,0.74,0.248
1.231477773,0.06,0.57,0.1,0.116
1.030684237,0.1,0.88,1.044,-0.347
1.08047565,0.14,0.04,1.273,-0.182
1.183661416,0.41,0.44,1.68,0.007
1.042558833,0.66,0.85,-1.624,0.159
0.825863205,0.67,0.75,1.206,0.273
0.804887209,0.73,-0.11,-0.001,0.365
0.453083359,0.62,-0.63,-0.96,0.099
0.397916203,0.71,-0.17,-1.599,0.091
0.146860511,0.56,0.44,0.479,0.055
-0.470429612,0.26,0.81,1.872,-0.376
-1.043236667,0.28,1.36,-0.189,-0.268
-1.170768616,0.28,1.03,2.154,0.277
-1.097014944,0.3,1.86,-0.469,0.181
-1.049592323,0.22,1.17,-1.575,0.029
-1.363235176,-0.01,0.66,-0.829,-0.073
-0.819654115,-0.04,0.25,-0.376,-0.048
-0.836530589,-0.08,-0.46,-0.236,-0.152
-0.760211901,-0.15,-1.32,-1.108,-0.061
-0.803025066,-0.44,-1.5,-1.414,-0.009
-0.889321656,-0.75,0.2,-3.658,-0.068
0.177824489,-0.98,1.03,0.746,0.056
0.342190992,-0.71,0.66,-1.354,-0.12
0.766986657,-0.73,0.05,2.258,-0.06
0.849426171,-0.3,0.4,-1.283,0.181
0.780255606,-0.11,0.48,1.719,0.003
0.632329705,0.09,1.04,0.673,0.145
0.623853961,0.03,0.35,0.708,0.344
0.134726179,0.37,-0.65,-2.456,0.52
0.223301419,0.63,-0.94,0.433,0.8
0.186725181,0.76,-0.05,1.67,0.938
0.291397901,0.98,-0.22,0.983,0.754
0.52963633,1.1,0.14,0.228,0.392
0.240958112,0.59,0.01,-0.491,0.402
0.244612121,0.12,0.04,0.721,0.331
-0.313454057,-0.15,-0.36,-0.943,0.275
-0.504866023,-0.16,0.16,-1.513,0.291
-0.532000947,-0.39,-0.1,0.149,0.483
-0.279050233,-0.16,0.09,-0.444,0.239
-0.196234235,-0.37,0.78,-3.225,0.358
-0.141466418,-0.57,0.5,0.828,0.533
-0.25255161,-1.04,-0.36,-0.205,0.616
-0.309012984,-1.4,-1.45,-0.179,0.444
-0.49274923,-1.58,-1.08,-0.27,0.241
-0.399803342,-1.61,-0.58,2.408,0.004
-1.239658473,-1.79,-1,1.992,0.303
-0.561862926,-1.7,-0.77,0.945,0.112
-0.739445785,-1.17,-0.71,2.045,0.269
-0.708713744,-0.89,-1.52,-1.709,0.041
-0.782859219,-0.64,-1.37,-1.545,0.395
-1.042809429,-0.44,-1.34,3.444,0.421
-0.712221574,-0.04,-1.67,-0.618,0.551
-0.580300971,-0.04,-1.7,0.268,0.417
-0.54691378,-0.28,-1.55,2.008,0.467
-0.172371168,-0.3,-1.76,2.533,0.403
0.184037071,-0.37,-1.25,2.071,0.139
0.301197197,-0.9,-0.87,1.018,0.174
0.548964173,-1,-1.4,1.129,0.218
-0.100155731,-0.71,-1.55,0.709,0.348
0.105718744,-0.72,-1.59,0.471,0.264
0.190321974,-0.25,-1.65,-0.669,0.318
0.208159728,0.17,-0.88,-0.636,0.468
0.4982637,0.49,-0.31,-0.422,0.303
0.420792361,0.69,-0.53,-1.819,0.113
0.439257708,0.62,0.09,-2.467,0.194
0.48696571,0.68,0.52,0.36,0.272
0.197940543,0.96,0.27,0.844,0.355
0.203247375,1.49,-0.4,-2.6,0.183
-0.120233921,1.81,0.08,0.904,0.382
